Date,Open,High,Low,Close,Volume
2020-07-13 00:00:00-04:00,208.68548892430266,209.96983422141923,200.9210850489369,201.47569274902344,38135600
2020-07-14 00:00:00-04:00,200.56109058709293,203.20760685498212,196.5718523585181,202.7211151123047,37591800
2020-07-15 00:00:00-04:00,203.89841843664908,205.6206033764537,199.490804400672,202.4194793701172,32179400
2020-07-16 00:00:00-04:00,199.85079319856138,200.14269120069085,196.84427792369087,198.41078186035156,29940700
2020-07-17 00:00:00-04:00,198.94592007170837,199.50051289810582,195.9491293716373,197.3988800048828,31635300
2020-07-20 00:00:00-04:00,199.46158938888263,206.56437090716219,197.52534715200892,205.88328552246094,36884800
2020-07-21 00:00:00-04:00,207.8876739557855,208.16010816874442,202.40977168401292,203.11032104492188,37990400
2020-07-22 00:00:00-04:00,203.54814026485292,206.56439497988723,202.76002602452806,206.0292510986328,49605700
2020-07-23 00:00:00-04:00,201.59245159273624,205.22167585203746,196.6886064909125,197.0680694580078,67457000
2020-07-24 00:00:00-04:00,195.0053268830989,197.37940870142572,192.17394168928055,195.86155700683594,39827000
2020-07-27 00:00:00-04:00,196.02697652679691,198.45943514767188,195.43345602944143,198.34268188476562,30160900
2020-07-28 00:00:00-04:00,198.10915863531991,199.1697070208009,196.2896843550407,196.56211853027344,23251400
2020-07-29 00:00:00-04:00,197.02916043159507,199.121069035829,196.552393167768,198.54701232910156,19632600
2020-07-30 00:00:00-04:00,195.56969577460993,198.93622542838662,194.17833640862756,198.39134216308594,25079600
2020-07-31 00:00:00-04:00,198.87780824592906,199.55890852790986,193.63342812328065,199.47132873535156,51044000
2020-08-03 00:00:00-04:00,205.80548315752498,211.76013768935857,204.75465914957482,210.68984985351562,78983000
2020-08-04 00:00:00-04:00,208.383894497992,208.96769059287976,204.62817723214428,207.5276641845703,49280100
2020-08-05 00:00:00-04:00,209.0941733644022,209.19147766472742,205.8541509846071,207.1871337890625,28806400
2020-08-06 00:00:00-04:00,206.60331622309346,210.52443860482714,205.83466577793993,210.50498962402344,32656800
2020-08-07 00:00:00-04:00,209.0455134897747,209.87254056703648,205.23140505780785,206.73953247070312,27820400
2020-08-10 00:00:00-04:00,205.9513960268051,206.15572907480478,200.77513202054632,202.62379455566406,36716500
2020-08-11 00:00:00-04:00,201.5632366347541,202.0399889798696,197.6518393663683,197.88536071777344,36446500
2020-08-12 00:00:00-04:00,199.74376208201548,204.59895474903107,199.21835756158734,203.5384063720703,28013100
2020-08-13 00:00:00-04:00,203.7816586143004,205.64006058950534,202.52650163451403,203.0616455078125,22588900
2020-08-14 00:00:00-04:00,203.12000850429231,203.92758650495608,201.90377925869302,203.2562255859375,17958900
2020-08-17 00:00:00-04:00,203.9373316449771,205.48437172623815,203.27569519633505,204.5989532470703,20184800
2020-08-18 00:00:00-04:00,204.8422201777691,206.62278180877732,203.55788964593305,205.7762908935547,21336200
2020-08-19 00:00:00-04:00,206.27372152338677,206.8686768061924,204.08896452633465,204.52786254882812,27627600
2020-08-20 00:00:00-04:00,204.3717916500124,209.69712996387966,203.75734041250197,209.28749084472656,26981500
2020-08-21 00:00:00-04:00,208.585238895502,210.91629001411772,207.6001554535761,207.76596069335938,36249300
2020-08-24 00:00:00-04:00,209.49232432830593,210.20433002266503,207.1905317460968,208.41946411132812,25460100
2020-08-25 00:00:00-04:00,207.84399879606977,211.26742100704166,207.84399879606977,211.13087463378906,23043700
2020-08-26 00:00:00-04:00,212.5060832458929,216.6122369753208,211.99890466715533,215.69541931152344,39600800
2020-08-27 00:00:00-04:00,217.39254080051458,225.4488071101584,213.98861436305987,220.9915313720703,57602200
2020-08-28 00:00:00-04:00,222.55204771287842,224.9513795961802,220.9915198390709,223.26405334472656,26292900
2020-08-31 00:00:00-04:00,221.40113619895192,223.05920340545222,218.77748158703432,219.96739196777344,28774200
2020-09-01 00:00:00-04:00,219.94788984592523,221.84004298182677,218.89452578421393,221.66448974609375,25725500
2020-09-02 00:00:00-04:00,222.34724992579206,227.1166402429615,221.7425466379213,225.9364776611328,34080800
2020-09-03 00:00:00-04:00,223.61516585722842,223.65417272749102,209.6581177573875,211.94039916992188,58400300
2020-09-04 00:00:00-04:00,209.7946477214759,212.97423572579447,200.1290704633784,208.96560668945312,59664100
2020-09-08 00:00:00-04:00,201.4067682809942,204.84970119224863,197.21282291415184,197.66148376464844,52924300
2020-09-09 00:00:00-04:00,202.47963810124915,209.54105698088958,201.60182729831158,206.07861328125,45679000
2020-09-10 00:00:00-04:00,208.13656854130144,209.44352928879684,199.0757092177283,200.30462646484375,35461500
2020-09-11 00:00:00-04:00,202.08949209916335,203.48422946138095,196.27650144370037,198.9976806640625,33620100
2020-09-14 00:00:00-04:00,199.2024874123874,204.04014217551762,198.9976604507222,200.3436279296875,30375800
2020-09-15 00:00:00-04:00,203.2794175747175,204.6058744138037,201.82616236171248,203.6305389404297,21823900
2020-09-16 00:00:00-04:00,205.42516488253432,205.45442375788423,199.59266257123636,199.9925537109375,26328100
2020-09-17 00:00:00-04:00,195.11585923886264,199.29029376335365,195.0280826203772,197.9053192138672,34011300
2020-09-18 00:00:00-04:00,197.79804136278568,198.62706760407377,191.40959089403833,195.44747924804688,55225300
2020-09-21 00:00:00-04:00,192.326412771662,197.71026898679705,191.53639338493153,197.54444885253906,39839700
2020-09-22 00:00:00-04:00,200.00228489233092,202.96731299296206,197.0957894199173,202.3040771484375,33517100
2020-09-23 00:00:00-04:00,202.772232034237,202.96731102819797,195.09634688339264,195.6425323486328,30803800
2020-09-24 00:00:00-04:00,194.920804048687,200.49972425408052,194.2868270493604,198.1784210205078,31202500
2020-09-25 00:00:00-04:00,198.52952746206324,203.88410938621416,197.54442916437068,202.6942138671875,29437300
2020-09-28 00:00:00-04:00,205.67873155691217,207.32705074520928,202.92827861686774,204.2742462158203,32004900
2020-09-29 00:00:00-04:00,204.18648796934417,204.8887307030574,201.70912752473413,202.1480255126953,24221900
2020-09-30 00:00:00-04:00,202.60642538730468,206.75160097872694,201.4457738405164,205.14230346679688,33829100
2020-10-01 00:00:00-04:00,208.22439730831184,208.71206509591462,206.10792089600858,207.2198028564453,27158400
2020-10-02 00:00:00-04:00,202.86978604393974,205.78604457599937,200.47045414149315,201.10443115234375,33154800
2020-10-05 00:00:00-04:00,202.10902208522805,205.22034468962968,201.87493620918943,205.1910858154297,21331600
2020-10-06 00:00:00-04:00,203.6695591231223,204.99600106954261,199.76821725970782,200.83132934570312,28554300
2020-10-07 00:00:00-04:00,201.95296435046131,204.92774057398628,201.6213538553637,204.65464782714844,25681100
2020-10-08 00:00:00-04:00,205.31785829158736,205.98109413021984,203.18188617741592,205.38613891601562,19925800
2020-10-09 00:00:00-04:00,206.02011371892473,210.53592185114942,206.02011371892473,210.48715209960938,26458000
2020-10-12 00:00:00-04:00,213.3936588920847,218.3386172847192,211.4624986660423,215.9392852783203,40461400
2020-10-13 00:00:00-04:00,217.22673486830905,219.65532574528282,214.993208124831,217.36328125,28950800
2020-10-14 00:00:00-04:00,217.4998150167183,218.68972550919855,213.72527141983986,215.41259765625,23421700
2020-10-15 00:00:00-04:00,211.74531606010578,214.92490402785114,210.68218918972664,214.24217224121094,22733100
2020-10-16 00:00:00-04:00,214.7200770506407,216.80729415976174,213.91056178519096,214.24217224121094,26057900
2020-10-19 00:00:00-04:00,214.98341653898578,216.81705176344136,208.44867265594723,208.93634033203125,27625800
2020-10-20 00:00:00-04:00,210.47738807847793,212.00865695967587,207.83422252359563,209.35574340820312,22753500
2020-10-21 00:00:00-04:00,207.86348862366654,211.5697663508438,207.86348862366654,209.50205993652344,22724900
2020-10-22 00:00:00-04:00,208.65351512730996,210.7309844923032,206.47852114236142,209.58984375,22351500
2020-10-23 00:00:00-04:00,209.72640510940846,210.94557456425198,207.9025323673432,210.8968048095703,18879600
2020-10-26 00:00:00-04:00,208.57550227217757,211.00407813827405,202.96732315674427,204.8984832763672,37111600
2020-10-27 00:00:00-04:00,206.37125004810727,209.37528539489267,205.1423325854204,207.9903106689453,36700300
2020-10-28 00:00:00-04:00,202.54792944957538,203.68907024347513,197.1153182402011,197.68099975585938,51195600
2020-10-29 00:00:00-04:00,199.03673790256767,202.24558539554027,198.35399109422303,199.6707000732422,31432600
2020-10-30 00:00:00-04:00,198.4807600741393,199.25126851583516,194.69645384204105,197.47616577148438,36953700
2020-11-02 00:00:00-05:00,199.25127934010376,200.21686682627293,195.18413216053293,197.33963012695312,30842200
2020-11-03 00:00:00-05:00,198.86115534431363,202.9868203597535,198.1101428390411,201.3385009765625,27512000
2020-11-04 00:00:00-05:00,208.74130089126274,212.9352463773942,207.18075819051302,211.05284118652344,42311800
2020-11-05 00:00:00-05:00,216.56346927947195,218.5921687311981,215.69542135429253,217.7826385498047,36080100
2020-11-06 00:00:00-05:00,216.7780453627226,218.82625570025996,212.65238069804366,218.20204162597656,25231900
2020-11-09 00:00:00-05:00,218.90426064047483,222.49348745874028,212.506063350568,213.00347900390625,44395000
2020-11-10 00:00:00-05:00,209.20943728034442,211.1601080242171,204.54733539308364,205.80551147460938,44045100
2020-11-11 00:00:00-05:00,207.151508779715,212.66214846904288,206.96619265126148,211.2089080810547,29440800
2020-11-12 00:00:00-05:00,211.85264511824786,213.7057767431135,209.17047230821413,210.1262969970703,21593900
2020-11-13 00:00:00-05:00,211.02358173190714,212.05743494327024,208.8778466861146,211.1698760986328,18621100
2020-11-16 00:00:00-05:00,209.57033891967083,212.36956198880313,209.22898041632035,211.87213134765625,24953300
2020-11-17 00:00:00-05:00,210.7699901669663,212.31100703367034,208.79980845193256,209.17044067382812,24154100
2020-11-18 00:00:00-05:00,208.9259627979103,210.41235814147723,206.26610372895928,206.4127960205078,28372800
2020-11-19 00:00:00-05:00,206.70614670830926,208.31965731743048,205.28819596050033,207.72314453125,24792700
2020-11-20 00:00:00-05:00,207.50805973261353,208.57395524837315,205.35670674150694,205.7380828857422,22843100
2020-11-23 00:00:00-05:00,206.28568711698412,207.59605483111037,203.5573832989808,205.46426391601562,25683500
2020-11-24 00:00:00-05:00,204.9557423839286,209.5127084928439,204.24188762516587,209.13133239746094,33979700
2020-11-25 00:00:00-05:00,210.3537163464496,210.52972921502055,207.7623163053579,209.14112854003906,21012900
2020-11-27 00:00:00-05:00,210.09943592449238,211.48803637054255,209.30733338230422,210.4710235595703,14512200
2020-11-30 00:00:00-05:00,209.3660359150469,210.0114312995116,206.17810830077468,209.33670043945312,33064800
2020-12-01 00:00:00-05:00,209.76695912587013,212.51483968575857,208.63261925259198,211.42938232421875,30904500
2020-12-02 00:00:00-05:00,210.12876940874767,210.70572027257623,208.09475872745685,210.60792541503906,23724500
2020-12-03 00:00:00-05:00,209.86475910181102,211.5956268115764,208.92597909543258,209.50294494628906,25120900
2020-12-04 00:00:00-05:00,209.4833506744355,210.61770532175404,208.46633791428795,209.62025451660156,24666000
2020-12-07 00:00:00-05:00,209.630082284061,210.7742107442689,208.28060546816127,209.55184936523438,24620000
2020-12-08 00:00:00-05:00,209.23890819364738,212.1530132032036,208.18278629484,211.23379516601562,23284100
2020-12-09 00:00:00-05:00,210.40257428793564,210.4710187501753,206.5399162093236,207.1168670654297,32440600
2020-12-10 00:00:00-05:00,207.08753445257562,208.36856651129457,205.70870753627798,205.86517333984375,26733300
2020-12-11 00:00:00-05:00,205.40557109728823,208.6032720509507,204.48635312297418,208.54458618164062,30979400
2020-12-14 00:00:00-05:00,208.38815246091636,211.42938785641732,208.17301568659266,209.4638214111328,28798400
2020-12-15 00:00:00-05:00,210.41238378241192,210.65685604338344,207.5471760460988,209.3953857421875,27000600
2020-12-16 00:00:00-05:00,210.00165228164408,215.24313765721777,209.97231680681858,214.43148803710938,35023300
2020-12-17 00:00:00-05:00,215.00845222234094,216.00590319224298,213.10157163385327,214.5684051513672,32515800
2020-12-18 00:00:00-05:00,213.75672912597656,214.83241287475454,211.24356243495933,213.75672912597656,63354900
2020-12-21 00:00:00-05:00,212.73975055033927,219.04713148608226,212.47571634778768,217.66830444335938,37181900
2020-12-22 00:00:00-05:00,217.76607276209762,220.64106839978675,216.94464970030072,218.98843383789062,22612200
2020-12-23 00:00:00-05:00,218.17679510311217,218.6168421279209,215.9178741105468,216.1330108642578,18699600
2020-12-24 00:00:00-05:00,216.5241739457446,218.6657531774581,216.30903717863356,217.82476806640625,10550600
2020-12-28 00:00:00-05:00,219.48718319769816,221.03224960919547,218.08880908913028,219.9859161376953,17933500
2020-12-29 00:00:00-05:00,221.30606099601462,222.15681966574897,218.63642815824662,219.19381713867188,17403200
2020-12-30 00:00:00-05:00,220.2499205674307,220.641085094121,216.57306354494781,216.77841186523438,20272300
2020-12-31 00:00:00-05:00,216.79797869405894,218.0692373219199,214.82263882373348,217.50205993652344,20942100
2021-01-04 00:00:00-05:00,217.60964248493374,218.06925151816853,210.06033805480786,212.8766632080078,37130100
2021-01-05 00:00:00-05:00,212.45613717410058,213.68828673856126,210.93063287657824,213.0819854736328,23823000
2021-01-06 00:00:00-05:00,207.4787128881208,211.70320064337096,207.2538025900985,207.55694580078125,35930700
2021-01-07 00:00:00-05:00,209.30735074071524,214.49016531966245,208.9846605081072,213.46337890625,27694500
2021-01-08 00:00:00-05:00,213.84477419835312,215.70277238013762,212.23126320493776,214.7639923095703,22956200
2021-01-11 00:00:00-05:00,213.6394030560715,214.06967658744884,211.9378708878251,212.6810760498047,23031300
2021-01-12 00:00:00-05:00,211.71293547504936,212.2996747520851,208.603256102399,210.17764282226562,23249300
2021-01-13 00:00:00-05:00,209.2877783780975,211.96718430970375,209.1997570402726,211.5564727783203,20087100
2021-01-14 00:00:00-05:00,211.13598897748236,212.65171970649087,208.0360830578636,208.3098907470703,29480800
2021-01-15 00:00:00-05:00,208.79884785379267,209.76694834174617,207.34178798097864,207.9480743408203,31746500
2021-01-19 00:00:00-05:00,209.02375801678608,212.18233507104748,207.9285271940727,211.65428161621094,30480900
2021-01-20 00:00:00-05:00,212.88642598426662,220.79754417784568,212.48548792505446,219.37960815429688,37777300
2021-01-21 00:00:00-05:00,219.73166280449314,221.29629122637874,217.5020770022178,219.99569702148438,30709400
2021-01-22 00:00:00-05:00,222.05905999202756,224.98295379081742,220.80736312999795,220.95404052734375,30172700
2021-01-25 00:00:00-05:00,224.05391119298616,224.69932148038455,219.26226131202503,224.45484924316406,33152100
2021-01-26 00:00:00-05:00,226.73333837566162,229.00203303888605,224.9926971936027,227.1929473876953,49169600
2021-01-27 00:00:00-05:00,232.73757542094015,235.12362690091518,225.0513675013589,227.75033569335938,69870600
2021-01-28 00:00:00-05:00,230.40040452338394,237.27496230256563,229.89189811695584,233.64698791503906,49111200
2021-01-29 00:00:00-05:00,230.77202231832726,232.75713572439327,226.2346181156904,226.8311309814453,42503100
2021-02-01 00:00:00-05:00,229.86256764733142,237.1380636153672,227.2907150072938,234.35107421875,33314200
2021-02-02 00:00:00-05:00,235.96463265044812,236.95229522720075,233.41234161252822,234.21420288085938,25916300
2021-02-03 00:00:00-05:00,234.27284719025786,239.67078308855977,233.96968910212766,237.6269989013672,27158100
2021-02-04 00:00:00-05:00,237.29451121516482,237.861688537043,235.05513739935276,236.65887451171875,25296100
2021-02-05 00:00:00-05:00,236.87401625845348,237.90080255387687,235.1040397952398,236.8446807861328,18054800
2021-02-08 00:00:00-05:00,237.7736914524292,238.29197140053543,235.48543489799025,237.10873413085938,22211900
2021-02-09 00:00:00-05:00,236.52199169654506,239.3480901190065,236.0428356685719,238.37998962402344,23565000
2021-02-10 00:00:00-05:00,239.5827947952462,240.48245084635815,235.5636705795801,237.4510040283203,22186700
2021-02-11 00:00:00-05:00,239.36765715920623,239.72947129762926,236.79580443326634,239.08407592773438,15751100
2021-02-12 00:00:00-05:00,238.53645370309772,239.87617176333748,237.36298990166722,239.57302856445312,16561100
2021-02-16 00:00:00-05:00,239.6121174732095,240.68780123850325,237.54877128443738,238.3115234375,26728500
2021-02-17 00:00:00-05:00,236.52769770602896,239.4583105223549,236.15523923876256,239.35049438476562,21653500
2021-02-18 00:00:00-05:00,236.9981370488104,239.08582756351564,236.07680195938556,238.9486083984375,16925600
2021-02-19 00:00:00-05:00,238.90940731221278,239.0172234378459,235.41029619865643,236.1846160888672,25262600
2021-02-22 00:00:00-05:00,232.7051351762204,233.20500183264224,227.78482188409004,229.85292053222656,36446900
2021-02-23 00:00:00-05:00,225.75595532639193,230.16659133078844,224.18772320918745,228.6375732421875,30228700
2021-02-24 00:00:00-05:00,225.44227095919308,230.5292061560008,224.45233373596238,229.89212036132812,26339700
2021-02-25 00:00:00-05:00,227.47118353820025,229.93133269642018,223.35459327132773,224.4425506591797,39542200
2021-02-26 00:00:00-05:00,226.9321022273696,230.695841034856,224.98161575741452,227.76522827148438,37819200
2021-03-01 00:00:00-05:00,231.21527928118354,232.75410798544385,228.5198912588241,232.23463439941406,25324000
2021-03-02 00:00:00-05:00,232.30327467235213,232.5875240130118,228.81397417931723,229.2256317138672,22812500
2021-03-03 00:00:00-05:00,227.54959504060017,228.94139381388146,222.74689396638547,223.0409393310547,34029500
2021-03-04 00:00:00-05:00,222.2372279761837,227.873040051268,219.80646695651592,222.2274169921875,44727800
2021-03-05 00:00:00-05:00,224.96200646747292,228.63753587035487,221.962776867644,227.00070190429688,41872800
2021-03-08 00:00:00-05:00,226.7752557305161,228.73553805334416,222.61946677781168,222.87429809570312,35267400
2021-03-09 00:00:00-05:00,228.2552691098721,230.70562191307576,227.06929177258422,229.13739013671875,33080500
2021-03-10 00:00:00-05:00,232.2934768315159,232.2934768315159,227.43196963880757,227.80442810058594,29746800
2021-03-11 00:00:00-05:00,230.29399372848502,234.42037999869584,229.6568929451577,232.4208984375,29907600
2021-03-12 00:00:00-05:00,229.36281689837742,231.136884879072,228.59830802526773,231.06826782226562,22653700
2021-03-15 00:00:00-04:00,230.29400282240928,230.51943113026394,227.20654880229353,230.14697265625,26034900
2021-03-16 00:00:00-04:00,231.58777013777518,235.29270281486805,231.254525706787,232.9893798828125,28092200
2021-03-17 00:00:00-04:00,231.4603318153896,233.81267960195385,228.598321387472,232.33265686035156,29562100
2021-03-18 00:00:00-04:00,227.9416244696356,229.5392593371201,225.75591388298352,226.13816833496094,34833000
2021-03-19 00:00:00-04:00,226.43222075337994,227.85342248052075,224.79538676907097,225.77552795410156,46430700
2021-03-22 00:00:00-04:00,225.697104066632,232.19542964256487,225.56968093282865,231.3035125732422,30127000
2021-03-23 00:00:00-04:00,232.7737446145976,236.2630449782567,232.362087095311,232.86195373535156,31638400
2021-03-24 00:00:00-04:00,233.12660994208835,233.27362515210348,230.6468536947061,230.78407287597656,25620100
2021-03-25 00:00:00-04:00,230.6272378481812,232.23466889111293,226.9713151933964,227.72601318359375,34061900
2021-03-26 00:00:00-04:00,226.951709042269,232.009241473043,226.951709042269,231.78379821777344,25479900
2021-03-29 00:00:00-04:00,231.8916173981051,232.09745364349553,227.27516043308,230.5684356689453,25227500
2021-03-30 00:00:00-04:00,228.89238820150706,229.20604058477807,226.51065210858908,227.24575805664062,24792000
2021-03-31 00:00:00-04:00,228.28468624676793,234.35176255514824,227.7750086446073,231.087890625,43623500
2021-04-01 00:00:00-04:00,233.7342787131227,238.0174910730303,233.3226211940354,237.5372314453125,30338000
2021-04-05 00:00:00-04:00,237.93909054724776,244.9961196922285,237.88028446366775,244.12379455566406,36910600
2021-04-06 00:00:00-04:00,242.692785112376,244.4472314387489,241.97728615918393,242.9378204345703,22931900
2021-04-07 00:00:00-04:00,242.88877967297447,245.94681532151657,242.28109693660193,244.93727111816406,22719800
2021-04-08 00:00:00-04:00,247.75030056180142,249.09308924841136,246.995587634193,248.22076416015625,23625200
2021-04-09 00:00:00-04:00,247.84830294798942,250.90635369263214,247.42684940652416,250.76913452148438,24326800
2021-04-12 00:00:00-04:00,249.65176024056595,252.55298464071672,249.56353617020818,250.8279266357422,27148700
2021-04-13 00:00:00-04:00,252.1511045470155,254.04276965815833,251.7296211486234,253.35665893554688,23837500
2021-04-14 00:00:00-04:00,252.36674805465344,253.6899146463867,250.09281346208755,250.51426696777344,23070900
2021-04-15 00:00:00-04:00,252.80782026014433,254.7681027200281,252.61180996107788,254.34664916992188,25627500
2021-04-16 00:00:00-04:00,254.3172127705757,255.81682745922018,252.4843536968472,255.56198120117188,24878600
2021-04-19 00:00:00-04:00,255.02296242826938,256.2873530566443,252.70003237694354,253.60174560546875,23209300
2021-04-20 00:00:00-04:00,252.70000684908499,255.03274764926368,251.73945772208933,253.1312713623047,19722900
2021-04-21 00:00:00-04:00,253.797781026284,255.50321725215917,252.14133989894228,255.4051971435547,24030400
2021-04-22 00:00:00-04:00,255.04250409933618,256.5813327860593,250.5632671047702,252.06289672851562,25606200
2021-04-23 00:00:00-04:00,252.75881624680625,256.3167335718302,252.16091456363458,255.9638671875,21462600
2021-04-26 00:00:00-04:00,256.4636965420454,257.22820532228326,255.00329603004045,256.3558654785156,19763300
2021-04-27 00:00:00-04:00,256.3853696634561,257.9634128432221,254.95437162029242,256.76763916015625,31014200
2021-04-28 00:00:00-04:00,250.99454936315558,251.44543585869758,247.92671752784184,249.50474548339844,46903100
2021-04-29 00:00:00-04:00,250.38688143048654,251.0141712100213,244.05516259937838,247.49545288085938,40589000
2021-04-30 00:00:00-04:00,244.78049536197238,248.05416373753596,244.64327617724126,247.17202758789062,30945100
2021-05-03 00:00:00-04:00,248.36777881605906,249.29892493836277,246.13305803406638,246.85836791992188,19626600
