Date,Open,High,Low,Close,Volume,OpenInt
2002-12-09,61.28187059,61.54430489,60.2119469,60.22540283,36789600,0
2002-12-10,60.57532679,61.30207048,60.40037397,61.03290558,33319900,0
2002-12-11,60.8444603,61.65195457,60.66950757,61.08670807,39201000,0
2002-12-12,61.36933783,61.56448218,60.6964284,61.07998657,34465600,0
2002-12-13,60.50130787,60.88486615,60.07064098,60.11774445,36862200,0
2002-12-16,60.4407167,61.76634893,60.33305388,61.67214203,37098400,0
2002-12-17,61.4837507,61.73272396,61.05981437,61.13383484,32353900,0
2002-12-18,60.77721416,60.83104818,60.11103488,60.42730331,35612600,0
2002-12-19,60.12447333,61.03290029,59.61979112,59.99662399,39264200,0
2002-12-20,60.31850673,60.87300402,60.25088611,60.85271835,31176900,0
2002-12-23,60.58221264,61.17728625,60.39287291,60.87298584,22599300,0
2002-12-24,60.58220851,60.76478978,60.35229747,60.41991806,10937000,0
2002-12-26,60.65660877,61.27196817,60.07506226,60.44698334,17485600,0
2002-12-27,60.15621855,60.37937123,59.08779526,59.08779526,22205700,0
2002-12-30,59.36505469,59.82488217,58.97961144,59.58144379,29968000,0
2002-12-31,59.5002601,59.79779687,58.90519172,59.66255569,34036600,0
2003-01-02,60.08181822,61.73855128,59.87219281,61.58301926,44516300,0
2003-01-03,61.47483767,61.79265505,61.19758646,61.77236938,32222600,0
2003-01-06,61.69798331,63.21947022,61.65064837,62.86107635,40984500,0
2003-01-07,62.82049141,63.13831388,62.34713694,62.70553589,38640400,0
2003-01-08,62.34711458,62.48236088,61.56947029,61.79938126,38702200,0
2003-01-09,62.0901983,63.00985314,61.81295222,62.75965118,34804900,0
2003-01-10,62.17805361,63.3208602,62.07662535,62.92865372,37768900,0
2003-01-13,63.25325407,63.46964301,62.5094174,62.90838242,31649900,0
2003-01-14,62.67849287,63.44937907,62.48915312,63.1112709,30733000,0
2003-01-15,63.25326986,63.27355552,62.1510392,62.48238373,33511800,0
2003-01-16,62.55000417,62.84077736,61.83997503,62.22541809,44812100,0
2003-01-17,61.52892598,62.41477294,60.96090671,61.3057785,35618300,0
2003-01-21,61.44776701,61.48157472,60.149428,60.35229492,36826200,0
2003-01-22,60.02773432,60.72424162,59.5070499,59.62200546,42286500,0
2003-01-23,60.01418992,60.44020429,59.47321488,59.98714066,55919800,0
2003-01-24,59.90600132,59.96686347,58.26955907,58.41156387,68633900,0
2003-01-27,57.97203889,58.69559029,57.14029038,57.61363983,57884400,0
2003-01-28,57.90439979,58.42508923,57.56629164,58.03964615,46929100,0
2003-01-29,57.76240931,58.95255173,57.32286757,58.47920227,53712200,0
2003-01-30,58.68881213,58.74966912,57.07265562,57.09294128,49845900,0
2003-01-31,56.90360841,58.29661247,56.90360841,58.19517899,55317000,0
2003-02-03,58.2492613,58.70232491,58.10049292,58.31012344,39696000,0
2003-02-04,57.68799375,57.98553049,57.00501921,57.73532867,43633400,0
2003-02-05,57.98554884,58.51976034,57.12675639,57.37695313,55270600,0
2003-02-06,57.05235195,57.40398204,56.56547555,57.10644531,53638000,0
2003-02-07,57.41751992,57.4716133,56.10565885,56.40995407,43165000,0
2003-02-10,56.43702739,56.89009119,55.88929368,56.80894852,45455900,0
2003-02-11,57.05238555,57.39725224,56.01101157,56.41674042,46861000,0
2003-02-12,56.23415738,56.5452163,55.51060089,55.5173645,35873600,0
2003-02-13,55.55116781,55.89603955,54.77351806,55.686409,57934100,0
2003-02-14,55.69994588,56.93741795,55.3280248,56.90361023,59580900,0
2003-02-18,57.16057804,58.01937585,57.06590814,57.90441513,39492700,0
2003-02-19,57.69476369,57.79619715,56.99149825,57.60009384,31432000,0
2003-02-20,57.62039816,57.76240298,56.83598983,57.02532959,29280100,0
2003-02-21,57.05911884,57.97877325,56.4370012,57.60009384,60955800,0
2003-02-24,57.43106149,57.47839643,56.52492879,56.66693878,30628600,0
2003-02-25,56.09212841,57.13350191,55.5984935,57.11997986,56770600,0
2003-02-26,56.81569022,57.16056197,56.18005042,56.28824234,37787200,0
2003-02-27,56.59931493,57.30934427,56.23416259,57.03209305,51126000,0
2003-02-28,57.11998579,57.63391157,56.91036041,57.41075897,43666800,0
2003-03-03,57.65420265,58.00583285,56.61282894,56.86302567,42923100,0
2003-03-04,56.76835135,56.80892783,55.88927333,55.95689392,31440500,0
2003-03-05,55.86222527,56.49110659,55.6931712,56.43024445,43974700,0
2003-03-06,56.03804173,56.47757816,55.7675542,55.95689392,41217700,0
2003-03-07,55.18599443,56.79538684,55.06427533,56.3423233,63538000,0
2003-03-10,55.85547005,56.03128775,54.84114552,54.98991394,41014100,0
2003-03-11,55.09811254,55.44974278,54.42189616,54.44894028,48102700,0
2003-03-12,54.3542521,54.84112855,53.67803595,54.81407928,62459800,0
2003-03-13,55.57146058,56.74131715,55.13191892,56.70750427,72117800,0
2003-03-14,56.93738771,57.32283064,56.36260512,56.8900528,63951800,0
2003-03-17,56.43699992,58.79699286,56.27470948,58.68203735,88217500,0
2003-03-18,58.93228473,59.067526,58.34397436,59.02695465,50792300,0
2003-03-19,59.02016457,59.61523828,58.61443578,59.47999191,49630800,0
2003-03-20,59.05394727,59.90597576,58.39125329,59.60844421,67321600,0
2003-03-21,60.29014032,61.02339482,59.69945805,60.88081741,71165300,0
2003-03-24,59.76052992,59.8420049,58.62669694,58.85754013,65398900,0
2003-03-25,58.89152958,59.92352611,58.68784974,59.42110443,61040100,0
2003-03-26,59.44824231,59.64513639,58.93224941,59.1223526,45740800,0
2003-03-27,58.66065378,59.51612309,58.38228477,59.16986084,53120200,0
2003-03-28,58.70819848,59.25814062,58.5588302,58.87114334,32583000,0
2003-03-31,57.94777066,58.78965834,57.30277703,57.53361511,61119500,0
2003-04-01,57.87989036,58.65388496,57.64905223,58.41625595,53574000,0
2003-04-02,59.43466113,60.26975798,59.40750279,59.82844925,50431200,0
2003-04-03,60.33763311,60.41910291,59.50932227,59.5432663,48755500,0
2003-04-04,60.03892827,60.14755645,59.48898611,59.89635086,36250100,0
2003-04-07,61.33567698,61.68193919,59.72658621,59.78090286,69776200,0
2003-04-08,59.9506607,60.18828968,59.55008169,59.87597656,39712700,0
2003-04-09,59.991401,60.49381734,58.91187899,59.08840561,55647300,0
2003-04-10,59.12913144,59.49576121,58.19219216,59.41429138,41812400,0
2003-04-11,59.85559446,60.22221898,58.97296682,59.16986084,47730100,0
2003-04-14,59.38712395,60.42590554,59.06802002,60.39195633,36711700,0
2003-04-15,60.31727461,60.95548248,60.03211988,60.95548248,49709800,0
2003-04-16,61.04373426,61.14557151,59.7673188,59.91668701,51788000,0
2003-04-17,59.95067634,60.91477428,59.87599219,60.8061409,37403100,0
2003-04-21,61.00982596,61.21351096,60.46666942,60.86724854,32052700,0
2003-04-22,60.49383624,62.16403584,60.35125879,62.01466751,59763600,0
2003-04-23,62.204728,62.70035324,61.94672648,62.58493423,44227100,0
2003-04-24,62.14365546,62.51707621,61.75665814,62.02823639,49692400,0
2003-04-25,61.98749322,62.10291228,61.1184419,61.26102448,43917200,0
2003-04-28,61.4035769,62.59172657,61.30852534,62.32014847,46432900,0
2003-04-29,62.55779727,63.00590206,62.05538098,62.53742981,52017100,0
2003-04-30,62.40162277,62.84972224,62.06215144,62.40162277,48709100,0
2003-05-01,62.40840537,62.95835242,61.44430808,62.3948288,50240400,0
2003-05-02,62.1640106,63.46079403,62.1164848,63.28426743,50201500,0
2003-05-05,63.46081166,63.67128236,62.80223603,63.16207504,35437800,0
2003-05-06,63.16883182,64.07861258,63.14167349,63.75951385,44401000,0
2003-05-07,63.42684252,63.91568223,63.1213203,63.40647507,41413100,0
2003-05-08,62.81581729,63.36576475,62.65287238,62.76829147,40570700,0
2003-05-09,63.02627181,63.68484727,62.87690355,63.63732147,33608100,0
2003-05-12,63.4811817,64.58107142,63.33181338,64.41812134,35662300,0
2003-05-13,64.18048627,64.62180029,63.99717392,64.30269623,39253600,0
2003-05-14,64.56066059,64.66250303,63.75951315,64.16687775,32195100,0
2003-05-15,64.42491147,64.7236481,63.99038829,64.57427979,43879200,0
2003-05-16,64.42488487,64.80509119,63.99715275,64.41130829,38905000,0
2003-05-19,63.9224437,64.10575591,62.68676843,62.90402985,41606000,0
2003-05-20,63.01948626,63.16206366,62.18438413,62.77506638,55404600,0
2003-05-21,62.53740024,63.06018374,62.4016138,62.90402985,49333800,0
2003-05-22,63.10773627,63.85457756,62.92442398,63.52868271,38421800,0
2003-05-23,63.50150997,63.80703729,63.23672273,63.65766907,26155900,0
2003-05-27,63.34536974,65.06988001,63.1892106,64.77114868,43719200,0
2003-05-28,65.07667006,65.49761649,64.79151531,64.95446014,37727100,0
2003-05-29,65.09702678,65.7352346,64.5538757,64.78471375,50844200,0
2003-05-30,65.11060722,65.91854552,64.879764,65.82349396,52529500,0
2003-06-02,66.21732564,66.8419521,65.63343411,66.09511566,50305500,0
2003-06-03,65.959304,66.42777108,65.75561905,66.3666687,38254500,0
2003-06-04,66.3055904,67.4530008,66.24448283,67.32400513,49360700,0
2003-06-05,66.93019328,67.65666199,66.71971746,67.65666199,46262400,0
2003-06-06,68.16583216,68.8447747,67.30357223,67.39183807,60356800,0
2003-06-09,67.05917896,67.28323133,66.38023615,66.70613098,37808500,0
2003-06-10,66.84873566,67.3918922,66.6654233,67.38510132,29965900,0
2003-06-11,67.323952,68.15904852,67.01842472,68.09794617,37610200,0
2003-06-12,68.40345455,68.50529696,67.63625141,68.30840302,36442000,0
2003-06-13,68.3084272,68.40347877,67.18137981,67.59553528,48628300,0
2003-06-16,67.86711084,69.04846968,67.75848271,69.02131653,36326300,0
2003-06-17,69.29968034,69.37436445,68.72937096,69.02131653,36801800,0
2003-06-18,68.7701324,69.34723287,68.57323832,68.9602356,35521000,0
2003-06-19,69.00774906,69.0688566,67.78564989,67.9078598,43551700,0
2003-06-20,68.40528868,68.4802426,67.74433427,67.75796509,41545000,0
2003-06-23,67.76478673,67.90788438,66.72225235,67.06295013,34237500,0
2003-06-24,66.92664989,67.5194605,66.7903677,67.13106537,36213600,0
2003-06-25,67.13786952,67.75794166,66.4564743,66.4564743,47743400,0
2003-06-26,66.62682756,67.44450499,66.06808366,67.32185364,33477300,0
2003-06-27,67.28779292,67.58760855,66.49056159,66.54507446,54208800,0
2003-06-30,66.92665365,67.23327949,66.41560713,66.52462769,33349000,0
2003-07-01,66.26568573,67.35591705,65.70694185,67.13787079,51322800,0
2003-07-02,67.30143829,67.99646468,67.16516126,67.98283386,34662100,0
2003-07-03,67.50583705,68.0373246,66.70860574,67.28097534,30792800,0
2003-07-07,67.9010314,68.75277538,67.9010314,68.61649323,31391100,0
2003-07-08,68.4802183,69.01852113,68.25535663,68.92312622,30952500,0
2003-07-09,68.76641618,69.09348823,68.15997475,68.53474426,36528500,0
2003-07-10,68.0305391,68.16682135,67.20605099,67.66259003,49777700,0
2003-07-11,67.72390018,68.44617776,67.72390018,68.30308533,39976300,0
2003-07-14,68.95721437,69.43419428,68.44616781,68.63696289,42114900,0
2003-07-15,69.07986359,69.13437647,68.10546796,68.48705292,42573600,0
2003-07-16,68.69146342,68.73235067,67.61486272,68.08502197,39894200,0
2003-07-17,67.56033959,68.05775521,66.88575975,67.11743164,52253500,0
2003-07-18,67.47179932,68.00329233,67.09021939,67.80568695,35698100,0
2003-07-21,67.76478371,67.79204016,66.6745519,66.96755219,34786000,0
2003-07-22,67.24689257,67.73749794,66.72221537,67.57395935,49968300,0
2003-07-23,67.60123256,67.76476598,66.96753467,67.62167358,37275400,0
2003-07-24,68.13271149,68.3711988,67.02885449,67.11061859,40896200,0
2003-07-25,67.22643651,68.33710854,66.80396971,68.2962265,43241100,0
2003-07-28,68.39164144,68.80729295,67.91466166,68.04412842,34382800,0
2003-07-29,68.23492873,68.31669804,67.24009216,67.73069763,53472100,0
2003-07-30,67.86697963,67.96918997,67.41044596,67.56716919,28363300,0
2003-07-31,68.1258952,68.75959295,67.57396155,67.72386932,54937200,0
2003-08-01,67.58760133,67.81927324,66.94027268,67.12425232,49321000,0
2003-08-04,66.98797014,67.45813456,66.09534396,67.12425232,55214100,0
2003-08-05,67.05609132,67.29457856,65.64559854,65.70011139,61415600,0
2003-08-06,65.88411318,66.81762142,65.70013354,66.08171844,50096900,0
2003-08-07,66.2111968,66.82445376,65.93182736,66.77675629,43427400,0
2003-08-08,66.99480863,67.15153189,66.6132288,66.96755219,27357300,0
2003-08-11,66.95389891,67.48538637,66.66770895,67.21964264,34631400,0
2003-08-12,67.2605414,67.8601675,67.06293611,67.83291626,43285600,0
2003-08-13,68.01686182,68.03730284,67.13786148,67.48537445,36152000,0
2003-08-14,67.52628015,67.96918819,67.08337212,67.66937256,35525100,0
2003-08-15,67.70341292,67.996413,67.53987956,67.88057709,12567000,0
2003-08-18,68.09184421,68.54837789,67.96237742,68.46661377,22873800,0
2003-08-19,68.60971181,68.78006068,68.13954727,68.72554779,37437700,0
2003-08-20,68.33716928,68.74600563,68.24858972,68.44618988,21295300,0
2003-08-21,68.85500252,69.17525397,68.4120945,68.66420746,46494200,0
2003-08-22,69.33199938,69.37969686,67.95558261,67.98283386,52040300,0
2003-08-25,67.94194244,68.70510725,67.64894218,68.09185028,23473000,0
2003-08-26,67.79885636,68.40529798,67.3423226,68.21450806,45065800,0
2003-08-27,68.17363173,68.3848627,67.84655955,68.23495483,18919500,0
2003-08-28,68.41209168,68.82092783,67.90786059,68.65739441,27402400,0
2003-08-29,68.5551683,69.14798397,68.4665888,69.12072754,28706600,0
2003-09-02,69.25702607,70.10195488,68.85500529,70.0474472,49419100,0
2003-09-03,70.20419245,70.66072628,70.03384354,70.42905426,44912400,0
2003-09-04,70.25186813,70.55849919,70.02019618,70.46310425,28381000,0
2003-09-05,70.1428479,70.55849953,69.77489374,70.06789398,31637300,0
2003-09-08,70.21097164,70.78334119,70.13601774,70.64706421,32632800,0
2003-09-09,70.4358263,70.49714937,69.96566193,70.18370819,35053200,0
2003-09-10,69.86347761,70.0474573,69.19571295,69.4750824,45904900,0
2003-09-11,69.57048624,70.02020981,69.39332194,69.67951202,38396300,0
2003-09-12,69.44099582,69.93841147,69.05941093,69.8089447,42524800,0
2003-09-15,69.85663694,69.93159083,69.46824186,69.56363678,21312800,0
2003-09-16,69.65905854,70.61982341,69.61817127,70.57894135,37892600,0
2003-09-17,70.51077826,70.72200911,70.21777812,70.44263458,31885800,0
2003-09-18,70.456299,71.34211007,70.29957574,71.27397156,30243600,0
2003-09-19,71.32183598,71.5475609,70.72674966,70.91143036,34331600,0
2003-09-22,70.35051721,70.42575882,69.7896285,70.14531708,36677400,0
2003-09-23,70.17267849,70.65148927,70.0153589,70.41208649,32489200,0
2003-09-24,70.53522601,70.60362607,69.13300117,69.16036224,41694700,0
2003-09-25,69.36557975,69.68706064,68.53792159,68.59264374,52673100,0
2003-09-26,68.7020514,68.85253462,68.29848228,68.36688232,42914700,0
2003-09-29,68.60631397,69.07827807,68.25746685,69.03723907,36771600,0
2003-09-30,68.72941246,68.92093466,67.88807682,68.36688232,70764500,0
2003-10-01,68.56526943,69.8922526,68.53790836,69.82385254,65797600,0
2003-10-02,69.72125134,70.15217645,69.51604592,70.07693481,44591500,0
2003-10-03,70.9114243,71.32867146,70.50786028,70.71990204,48806900,0
2003-10-06,70.78145954,71.13030139,70.58993208,71.04138184,20226500,0
2003-10-07,70.63098375,71.34919223,70.39158092,71.31499481,42602900,0
2003-10-08,71.36288619,71.40392519,70.73359717,71.13716125,30920800,0
2003-10-09,71.73908759,71.9716541,71.02087902,71.32868195,40066500,0
2003-10-10,71.32182555,71.54755044,71.07558639,71.52703094,22682800,0
2003-10-13,71.62278284,72.01951042,71.48598274,71.75274658,23825600,0
2003-10-14,71.68437848,72.11530368,71.38341187,72.00585938,38484400,0
2003-10-15,72.40942265,72.42994215,71.57492819,71.81433105,39021700,0
2003-10-16,71.60228548,72.32049926,71.58176598,72.10161591,32772200,0
2003-10-17,72.14264757,72.25208663,71.12347255,71.31499481,32790300,0
2003-10-20,71.44494915,71.84851837,71.09610729,71.84851837,27657000,0
2003-10-21,71.69801888,72.01266326,71.35601345,71.72537994,26729100,0
2003-10-22,71.15768141,71.2671257,70.58311453,70.8225174,33914500,0
2003-10-23,70.37789097,71.10294095,70.34368833,70.6925354,45830500,0
2003-10-24,70.33688319,70.84989166,69.8922748,70.84989166,51723600,0
2003-10-27,70.95931299,71.26027956,70.63782693,70.88407135,32460200,0
2003-10-28,71.12346836,71.92376,71.01402409,71.84851837,34956200,0
2003-10-29,71.6638355,72.11528529,71.04822973,71.94428253,30955400,0
2003-10-30,72.36149797,72.48462011,71.68432879,72.09473419,39123100,0
2003-10-31,72.09475198,72.32731318,71.9716298,72.02635193,25761600,0
2003-11-03,72.33416797,72.92241789,72.30680691,72.49832916,37589300,0
2003-11-04,72.49833067,72.68985293,72.21788885,72.34101105,31421600,0
2003-11-05,72.15631103,72.48463857,71.75274709,72.39571381,33558800,0
2003-11-06,72.23161257,72.80618494,71.88960682,72.77882385,28392300,0
2003-11-07,72.94294923,72.99767138,72.21105751,72.23841858,31723200,0
2003-11-10,72.32732705,72.39572711,71.82800191,71.94428253,25530800,0
2003-11-11,71.88273813,72.04690458,71.68437946,71.92378235,26558600,0
2003-11-12,71.97851509,72.82668768,71.9306345,72.73092651,28000000,0
2003-11-13,72.51201623,72.87454127,72.35469139,72.75141907,29714800,0
2003-11-14,72.77880606,73.15500915,72.01955307,72.13583374,49158500,0
2003-11-17,71.75960699,71.91692662,71.16451545,71.77328491,44382100,0
2003-11-18,71.98534974,72.12899149,70.93197168,71.02773285,41155000,0
2003-11-19,71.15768453,71.82801781,71.08244288,71.62965393,29827000,0
2003-11-20,71.13715473,71.98532703,70.96615195,70.98667145,53578700,0
2003-11-21,71.30129647,71.36286017,70.87721304,71.28077698,30016000,0
2003-11-24,71.60911049,72.35467994,71.60226891,72.22471619,28906400,0
2003-11-25,72.32049005,72.79245412,72.12896257,72.49832916,37580000,0
2003-11-26,72.79247532,72.81299483,72.08794458,72.75827789,33053600,0
2003-11-28,72.69667716,72.95660464,72.64195504,72.81295776,10507500,0
2003-12-01,73.08656306,73.65429335,73.05236564,73.59957123,38699000,0
2003-12-02,73.44911442,73.71587835,73.23707263,73.41491699,35352000,0
2003-12-03,73.6337784,73.92790331,73.2370508,73.2986145,39078600,0
2003-12-04,73.30544633,73.68165441,73.14812675,73.59957123,36089500,0
2003-12-05,73.27127192,73.73639968,72.92926637,73.086586,28824400,0
2003-12-08,73.01132546,73.62693634,72.97028647,73.57905579,32482900,0
2003-12-09,73.80481573,73.82533523,72.87456,73.01136017,43596100,0
2003-12-10,73.03187246,73.1755194,72.47782506,73.0045166,36915400,0
2003-12-11,72.97028089,73.94157509,72.96343932,73.82529449,45304000,0
2003-12-12,73.8526906,74.01001025,73.45596285,73.96897125,34142200,0
2003-12-15,74.67346812,74.71451233,73.51749326,73.59957123,38693400,0
2003-12-16,73.65428512,74.21517378,73.54484089,73.98261261,32894200,0
2003-12-17,73.91420539,74.21517181,73.73636634,74.21517181,23198800,0
2003-12-18,74.2493986,75.05653182,74.13995433,75.04969025,29353100,0
2003-12-19,75.11568814,75.16379496,74.62087217,74.84078979,41465100,0
2003-12-22,74.76517949,75.36308289,74.75830559,75.36308289,27611300,0
2003-12-23,75.23936022,75.56236,75.17063173,75.41117096,24741200,0
2003-12-24,75.26687329,75.51428126,75.20502392,75.33560181,8055800,0
2003-12-26,75.39746075,75.65174266,75.34248003,75.39058685,8308400,0
2003-12-29,75.66546255,76.4695357,75.44554497,76.39394379,22483700,0
2003-12-30,76.34584497,76.46954896,76.18090807,76.40769958,19559500,0
2003-12-31,76.43518463,76.64135443,76.17402888,76.47641754,31501800,0
2004-01-02,76.79252964,77.10179213,76.098418,76.44203949,38072300,0
2004-01-05,76.75818825,77.32859607,76.68945974,77.27362061,27959800,0
2004-01-06,77.08120346,77.4729319,76.97124203,77.34922791,20472800,0
2004-01-07,77.23923212,77.69968363,76.89561066,77.61034393,30170400,0
2004-01-08,77.83026937,77.94023076,77.50039042,77.91960907,36438400,0
2004-01-09,77.54164648,78.00209813,77.15678675,77.23925781,54084300,0
2004-01-12,77.34923302,77.83030121,77.21865512,77.80968475,31564100,0
2004-01-13,77.72034775,77.81656665,76.80631809,77.35610962,54239700,0
2004-01-14,77.49353962,78.11205951,77.43168501,78.00209808,30112800,0
2004-01-15,78.05022908,78.38697686,77.36985962,78.19454956,38408700,0
2004-01-16,78.37321393,78.55876728,78.0914417,78.50379181,31922700,0
2004-01-20,78.70996106,78.79243213,78.22201903,78.48316956,29863000,0
2004-01-21,78.43505788,79.23913634,78.15329092,79.10168457,30725000,0
2004-01-22,79.12915264,79.29408948,78.74429827,78.89549255,29888500,0
2004-01-23,79.03296374,79.2872456,78.31135633,78.64123535,44245300,0
2004-01-26,78.61371469,79.67206938,78.60684079,79.63083649,30460600,0
2004-01-27,79.54837622,80.06380846,78.79240998,78.81302643,35322800,0
2004-01-28,79.01923524,79.22540508,77.61725831,77.91277313,52621300,0
2004-01-29,78.04334065,78.24264182,77.35609741,77.98836517,60117100,0
2004-01-30,78.01585029,78.15330208,77.72033549,77.98836517,30984400,0
2004-02-02,78.13956039,78.81306113,77.74096327,78.32511902,38832400,0
2004-02-03,78.1670592,78.44195759,77.96088933,78.19454956,25093500,0
2004-02-04,77.78904715,78.16015905,77.51414887,77.55538177,39332600,0
2004-02-05,77.775284,78.02956578,77.50725967,77.7821579,37226800,0
2004-02-06,77.94710117,78.82677139,77.79590687,78.65496063,37216000,0
2004-02-09,78.80616314,78.9436149,78.54501265,78.67559052,24851300,0
2004-02-10,78.53811187,79.12914114,78.52436932,78.92984009,27908100,0
2004-02-11,78.92987308,79.98822814,78.46254754,79.76831055,42965700,0
2004-02-12,79.6996082,79.90577805,79.43158373,79.47969055,27814700,0
2004-02-13,79.59649095,79.85764143,78.86114109,79.12229156,44739900,0
2004-02-17,79.61709571,80.01569788,79.56211501,79.83701324,23984300,0
2004-02-18,79.85764842,80.13254672,79.27349282,79.48654175,28618000,0
2004-02-19,79.94699884,79.98823176,79.07419709,79.19103241,51146200,0
2004-02-20,79.36285062,79.4178261,78.56564596,78.95050049,46728800,0
2004-02-23,79.18415673,79.21164708,78.46254932,78.75119019,36357000,0
2004-02-24,78.5312832,79.02609917,77.67910304,78.61375427,43953000,0
2004-02-25,78.66185418,79.07419904,78.56564056,78.9436264,31213600,0
2004-02-26,78.76492302,79.23224849,78.57936447,78.99171448,29683000,0
2004-02-27,79.16355012,79.54153075,78.77869034,79.04671478,39312000,0
2004-03-01,79.32846469,79.95385313,79.20476073,79.83015442,33130800,0
2004-03-02,79.67898527,80.38684499,79.19104319,79.362854,38556400,0
2004-03-03,79.20475253,79.63084506,78.97796109,79.50714111,31346200,0
2004-03-04,79.52779501,79.78894557,79.3903432,79.71334839,21060000,0
2004-03-05,79.32160098,80.37308214,79.22538736,79.98135376,55905600,0
2004-03-08,79.95385619,80.14628866,78.97110364,79.00546265,39281600,0
2004-03-09,79.10167585,79.177273,78.51064639,78.68933105,39746100,0
2004-03-10,78.84054259,78.87490161,77.35609473,77.36984253,67671800,0
2004-03-11,77.24611769,77.84401577,76.35269965,76.36644745,89134800,0
2004-03-12,76.78568684,77.45918226,76.68259931,77.36984253,54012200,0
2004-03-15,77.15675931,77.21174,76.21523988,76.42140961,57677200,0
2004-03-16,76.82000751,77.01243468,76.17399753,76.82688141,59832600,0
2004-03-17,77.09489911,77.8371226,77.03991842,77.68592834,41607300,0
2004-03-18,77.45226885,77.84399707,76.92309415,77.7065506,60014300,0
